id,old_id,duration,point_num,vel_change_mean,angle_change_mean,logcr_change_mean,max_ditance_x,max_ditance_y,endpts_num,vel_change_mean_x,vel_change_mean_y,intersection_num,vel_change_num,total_num_crossx,total_num_crossy,total_num_cross_ax,total_num_cross_ay,x_axis_intersections,FRR,FAR,accuracy,FAR_class
1,1,2958.0,141,0.18770620061251891,0.013422806871250772,0.02431557621232386,812.73546,410.73660000000007,0,0.10520936938622187,0.24745946006310574,3,5,8,14,17,15,4,2.380952380952381,5.0,96.7741935483871,1
2,2,3568.0,133,0.12306022790162,0.011522415437652679,0.015608320747281142,809.2366,336.74278000000004,0,0.11743901379546597,0.17604565447807669,3,7,12,16,20,18,8,0.0,0.0,100.0,0
3,3,2966.0,107,0.17389648931124868,0.00834745377867261,0.01360336145629871,658.7855300000001,411.53882,0,0.18350284459429086,0.2718033457331234,6,12,14,13,17,13,6,0.0,0.0,100.0,0
4,4,4245.0,165,0.20680514315928852,0.01061938967555734,0.015521314749904374,1107.03427,426.57263000000006,0,0.2594186104881561,0.18853630257034415,5,8,18,18,20,20,12,80.95238095238095,0.0,45.16129032258064,0
5,5,5200.0,150,0.22480201411682113,0.008569569456542438,0.013523474438289019,1300.5765299999998,481.7185099999999,0,0.2274364507307692,0.3094161368034187,7,24,22,20,31,22,2,38.095238095238095,0.0,74.19354838709677,0
6,6,3167.0,164,0.1821110383213453,0.014214281016260445,0.017138657915507276,825.1970000000001,398.93799,0,0.2099471335683963,0.25195912608497356,8,12,18,25,22,27,10,21.428571428571427,0.0,85.48387096774194,0
7,7,1841.0,61,0.12375236613242396,0.00865061700986924,0.015823888897348943,283.40774000000005,262.10853,0,0.08221553011044722,0.19903097222523988,1,4,10,8,10,8,4,4.761904761904762,5.0,95.16129032258065,1
8,8,2411.0,145,0.33670997263281777,0.016072355681518366,0.02241701744840387,1066.15292,433.14194,0,0.3039610035116827,0.4670914278722518,4,21,20,21,22,24,4,0.0,0.0,100.0,0
9,9,4066.0,223,0.21555524434092377,0.018516872582495326,0.03093234896692063,914.4208799999999,407.82298000000003,0,0.0742594826911516,0.28825171238181135,3,12,17,21,31,20,2,2.380952380952381,10.0,95.16129032258065,1
10,10,3702.0,141,0.267034871392815,0.006553593698115982,0.015504905011225952,1077.4062299999998,442.19727,0,0.3884389021579927,0.26291079735698436,10,21,17,17,20,23,2,4.761904761904762,0.0,96.7741935483871,0
11,11,5946.0,234,0.12783283538257756,0.011243057103517667,0.016438172658269964,969.95578,365.24219,0,0.12541593011174637,0.1510910574036701,7,5,24,21,32,27,12,7.142857142857142,5.0,93.54838709677419,1
12,12,4455.0,154,0.1603209797659602,0.008885934281869592,0.013749400890159632,532.6483499999999,504.669906,0,0.11510508475370988,0.21834187873151265,10,8,12,14,20,17,10,38.095238095238095,10.0,70.96774193548387,1
13,13,3601.0,141,0.19240202815509205,0.011003480963382332,0.015344004359874928,865.8015399999999,531.3249549999999,0,0.20039992957511799,0.25600384230614953,5,11,17,14,20,23,12,0.0,5.0,98.38709677419355,1
14,14,3165.0,161,0.16542888886287674,0.016224348508590055,0.021703152929739195,1021.9151600000001,336.8555900000001,0,0.14765350707038805,0.25778564465508175,6,11,13,20,25,22,2,0.0,10.0,96.7741935483871,1
15,15,5992.0,319,0.14580714131028102,0.013362160539586079,0.021371210273259375,1198.2126540000002,488.67676,0,0.12385061894006826,0.15713396957610157,10,8,22,22,28,31,10,45.23809523809524,0.0,69.35483870967742,0
16,16,5961.0,234,0.13075373808802518,0.012488655737776841,0.013274402962568462,1038.16201,312.75316,0,0.11997418830360304,0.22931450040820878,9,14,27,30,42,33,22,0.0,5.0,98.38709677419355,1
17,17,4789.0,282,0.06696267322115242,0.012905754331855713,0.02159558762027322,770.7491600000001,373.17139000000003,0,0.048679718971717606,0.08595391108790981,5,0,13,16,19,18,10,0.0,65.0,79.03225806451613,2
18,18,4568.0,173,0.0703279873371077,0.011615217922063091,0.0163589241307646,672.2105100000001,273.85069999999996,0,0.08090783256226883,0.11486939697898427,4,5,15,22,23,23,2,19.047619047619047,5.0,85.48387096774194,1
19,19,1037.0,61,0.6310266092023603,0.010476122089344684,0.02903852877924593,897.59907,496.36843,0,0.5772518940319297,0.5541634253851923,1,10,7,9,9,9,0,11.904761904761903,0.0,91.93548387096774,0
20,20,3133.0,136,0.2979192685343444,0.010387006173503488,0.014795212373366,936.6951,538.075343,0,0.4347323953221973,0.47872054757811144,9,23,18,18,18,18,16,64.28571428571429,0.0,56.451612903225815,0
21,21,5327.0,226,0.20154415633844094,0.010734288752450919,0.018440042525269762,1267.02158,530.43642,0,0.22048797534447154,0.2728303328994847,8,15,26,25,30,30,10,19.047619047619047,0.0,87.09677419354838,0
22,22,3747.0,177,0.16491958272805615,0.012596118978545267,0.0159950151597254,927.7379299999999,451.552127,0,0.20176214417163368,0.19356292548290488,6,5,20,17,25,20,16,2.380952380952381,0.0,98.38709677419355,0
23,23,3640.0,127,0.12158966703455004,0.010196603028939663,0.012909647770115452,742.7581299999999,293.20605,0,0.15310840021062272,0.1620637585103785,6,12,18,14,21,15,2,0.0,45.0,85.48387096774194,2
24,24,3785.0,208,0.2254573624005129,0.014119688148913864,0.0237010434107519,1021.7511000000001,432.84179500000005,0,0.219836893867606,0.21064382509026863,7,11,16,19,22,23,12,7.142857142857142,25.0,87.09677419354838,1
25,25,1881.0,110,0.19759962624290067,0.017964377337727804,0.01935969898214012,491.11192000000005,384.96413000000007,0,0.16384736501860714,0.28699164653553066,5,7,9,9,9,9,2,19.047619047619047,20.0,80.64516129032258,1
26,26,2374.0,90,0.14083804417044116,0.008293533963884056,0.020384007437478483,375.8866499999999,353.62425999999994,0,0.0585276582654685,0.14787285270991296,1,5,6,8,14,9,4,71.42857142857143,0.0,51.61290322580645,0
27,27,3136.0,146,0.20560061024897622,0.010523843508022252,0.022414899601597517,860.9130000000001,360.48779,0,0.2345578677189625,0.2177060293154761,5,14,13,18,18,19,2,0.0,85.0,72.58064516129032,2
28,28,2794.0,145,0.28981884840352007,0.012669840437049251,0.021395741420400998,970.30089,378.2853,0,0.3037442739163287,0.3702625524496939,9,11,15,20,22,19,12,11.904761904761903,15.0,87.09677419354838,1
29,29,3058.0,124,0.18578617085097351,0.012897708282430203,0.014334825507922228,786.74391,373.601314,0,0.22423793364944403,0.3264732469260953,6,16,20,17,24,20,14,38.095238095238095,0.0,74.19354838709677,0
30,30,3550.0,129,0.12045864320262409,0.010013069141863729,0.013180471328566744,680.7784099999999,282.54409999999996,0,0.18945640900469476,0.17992001430046944,8,8,18,19,19,19,14,16.666666666666664,0.0,88.70967741935483,0
31,31,2474.0,110,0.30937903540069267,0.010213630473782933,0.016822318290939085,940.69375,352.73586,0,0.546366028658044,0.2338593072442289,5,18,16,12,18,15,12,47.61904761904761,0.0,67.74193548387096,0
32,32,8659.0,232,0.0959011777269082,0.007382160084338447,0.010317061428080433,1136.1300999999999,459.03748,0,0.10870821109827923,0.11040126533086966,7,5,20,19,21,25,12,2.380952380952381,15.0,93.54838709677419,1
33,33,4925.0,219,0.11249082508334503,0.010606682382190003,0.01572885699164441,878.6152999999999,425.15871000000004,0,0.122612327569092,0.11649855000564002,3,4,15,13,23,19,6,9.523809523809524,0.0,93.54838709677419,0
34,34,3802.0,223,0.2462889601772311,0.013877109771042643,0.02656859910821435,1273.83398,324.3037100000001,0,0.21107992158805294,0.27208887908410784,4,13,23,22,24,26,12,0.0,0.0,100.0,0
35,35,3456.0,161,0.12588372950722057,0.013881471285245259,0.018481879295594666,791.1574700000001,248.86487000000002,0,0.13301811188271603,0.1597970384902263,6,5,18,19,21,23,14,28.57142857142857,0.0,80.64516129032258,0
36,36,5763.0,338,0.08524294204421261,0.014191880061050108,0.021227838192220183,1184.43575,488.05906000000004,0,0.08360829196020596,0.09309542903965906,8,0,21,19,24,24,8,0.0,15.0,95.16129032258065,1
37,37,2378.0,117,0.12860257954724738,0.015290912309618253,0.018887836968335882,464.3498500000001,265.02146,0,0.12207207318474916,0.1860538126203159,3,4,13,13,16,15,0,2.380952380952381,0.0,98.38709677419355,0
38,38,6470.0,358,0.11118272927022166,0.013806485369435696,0.01722262944515255,1309.5735900000002,523.32836,0,0.11623994419543193,0.12452693256912253,10,5,22,25,27,30,6,9.523809523809524,0.0,93.54838709677419,0
39,39,3479.0,93,0.09986838831062232,0.005606947868658523,0.009180549101781807,403.62939000000006,241.7749,0,0.1105607949698189,0.12531279494426872,7,7,7,10,9,10,2,4.761904761904762,20.0,90.32258064516128,1
40,40,2910.0,172,0.08586628977739859,0.014905409885037284,0.019009639764343295,605.8028,497.56189,0,0.07966384929362348,0.11261650038182518,4,1,9,7,13,12,8,40.476190476190474,10.0,69.35483870967742,1
41,41,4859.0,264,0.17669563576488118,0.014411522525121368,0.02202784872853735,1137.5688200000002,494.89637000000005,0,0.1367749508975326,0.21648722227710335,10,6,21,24,28,29,4,9.523809523809524,5.0,91.93548387096774,1
42,42,5552.0,258,0.17780928949265834,0.014318630051020761,0.017091096736101506,1256.590966,465.37852000000004,0,0.20246967671789948,0.20875711906019861,10,11,28,25,32,29,20,0.0,40.0,87.09677419354838,2
43,43,3544.0,184,0.169915659602503,0.018054098475406722,0.01704517415261271,613.30036,362.26282000000003,0,0.18783062510032614,0.2359847874780536,10,9,21,19,22,20,14,14.285714285714285,0.0,90.32258064516128,0
44,44,3190.0,162,0.13838682289110665,0.015862680554956522,0.015284118210572155,709.81655,261.9385900000001,0,0.1859396506339254,0.1909820031347963,9,3,19,18,21,20,10,0.0,30.0,90.32258064516128,1
45,45,3497.0,195,0.18584072299622362,0.013627162510088078,0.02238055209094233,970.00016,317.9607,0,0.23021163660915714,0.16203493468687438,6,2,17,16,24,22,6,14.285714285714285,0.0,90.32258064516128,0
46,46,7691.0,394,0.07533074298582147,0.011707234041293287,0.01774002160187846,1046.8781,273.21484,0,0.08371317915312265,0.09820691808462996,10,5,26,29,42,38,8,0.0,0.0,100.0,0
47,47,2171.0,107,0.28063605281041915,0.013067829907365738,0.01613541285144587,1071.12551,494.2068,0,0.34003408067966634,0.4883417451711961,5,16,11,15,15,15,2,38.095238095238095,0.0,74.19354838709677,0
48,48,2202.0,105,0.3404519675756089,0.013686059845416359,0.02070715718828152,998.6748299999999,406.27002999999996,0,0.3872915878494299,0.5618286967251994,6,17,15,15,18,17,0,2.380952380952381,15.0,93.54838709677419,1
49,49,6653.0,264,0.08723524484780103,0.011773233348984266,0.014476632200333506,943.93099,313.64990400000005,0,0.10445288262772018,0.09230696996910337,9,6,27,27,34,28,6,0.0,5.0,98.38709677419355,1
50,50,1933.0,90,0.2114572155683008,0.014822900175348638,0.019642847150311827,712.76805,315.74793,0,0.19340763975972886,0.37204641055929194,2,14,18,16,17,17,6,14.285714285714285,0.0,90.32258064516128,0
51,51,2742.0,142,0.23186116056946995,0.016407811091728158,0.022449682452955946,892.9062199999998,413.68835,0,0.188260400190453,0.3607133160547857,5,10,13,17,18,17,8,4.761904761904762,10.0,93.54838709677419,1
52,52,2001.0,103,0.20305161591488957,0.017528965479042057,0.015375070559844254,768.7497999999999,309.19910000000004,0,0.26218498938863893,0.3095420814037426,3,8,13,14,14,13,10,0.0,0.0,100.0,0
53,53,1237.0,74,0.4298182846723148,0.016398895595975033,0.025362292197981376,557.8184,531.6629399999999,0,0.5940215597233449,0.3868492579987423,2,9,9,7,8,7,6,50.0,0.0,66.12903225806451,0
54,54,4244.0,215,0.08443730923184993,0.013801375435017284,0.015863924537465577,787.74353,370.47166999999996,0,0.07956630693004495,0.1105024779531888,4,1,15,14,22,18,14,11.904761904761903,15.0,87.09677419354838,1
55,55,2071.0,123,0.21475535069184337,0.014222332335981717,0.022172394890092158,943.27546,473.60083,0,0.297492206743924,0.2313515707924246,5,9,17,13,16,17,2,4.761904761904762,0.0,96.7741935483871,0
56,56,3330.0,135,0.2225363323043374,0.009822748610556294,0.01614949869060739,980.27574,431.8125299999999,0,0.2612313173306639,0.3138848003269937,6,12,15,15,18,22,10,92.85714285714286,0.0,37.096774193548384,0
57,57,3084.0,136,0.22568334293347386,0.014246667341670502,0.014471068906253768,662.11804,559.51294,0,0.25133506973987596,0.3283306041288371,6,16,16,19,22,22,16,16.666666666666664,0.0,88.70967741935483,0
58,58,2323.0,100,0.1817738371496356,0.010943105453011547,0.014546582907045146,592.6038,489.23691,0,0.23771005004543933,0.24475876856555212,2,6,12,11,14,13,8,4.761904761904762,15.0,91.93548387096774,1
59,59,6287.0,164,0.13747369961780637,0.008345215159520697,0.011409047392196236,881.2132200000001,408.71142499999996,0,0.1121569044783769,0.2177828249032396,4,16,16,22,24,25,10,23.809523809523807,0.0,83.87096774193549,0
60,60,2139.0,97,0.184385882847318,0.012637914052796668,0.017358411163198334,752.25507,396.49597,0,0.21179116205911389,0.24028516585631912,3,4,7,9,11,12,0,7.142857142857142,10.0,91.93548387096774,1
61,61,3143.0,164,0.20681429818930988,0.018272868875288062,0.0237235559748195,806.5346399999999,478.01478000000003,0,0.13604148023120155,0.2727185316859335,5,5,12,13,15,16,4,14.285714285714285,20.0,83.87096774193549,1
62,62,13176.0,177,0.05459903596643403,0.003242633654529765,0.005501052682879867,1159.84303,358.06677,0,0.07408865611802604,0.06366396305150775,5,13,21,22,29,30,2,30.952380952380953,0.0,79.03225806451613,0
63,63,9810.0,143,0.05286883527526997,0.004159307455121318,0.005649775171452092,782.6275,390.24132999999995,0,0.06664101199116548,0.06127729222108959,3,5,14,13,17,14,10,2.380952380952381,15.0,93.54838709677419,1
64,64,2339.0,109,0.19241503160206208,0.01054589072411328,0.026762849849549353,831.9822899999999,370.505866,0,0.13074875315661963,0.23781205476129388,1,4,7,12,16,14,2,0.0,20.0,93.54838709677419,1
65,65,10240.0,194,0.0934778007465444,0.005308403156187953,0.007668919803686084,1206.3953700000002,485.25146000000007,0,0.12065020378797746,0.11838290927821186,6,20,29,27,32,30,2,0.0,75.0,75.80645161290323,2
66,66,2580.0,156,0.2953217315868929,0.020876313523516665,0.018698064119962794,1123.4730200000001,498.51734000000005,0,0.31356501715762275,0.49304860411714035,9,25,18,22,25,24,12,0.0,25.0,91.93548387096774,1
67,67,8308.0,276,0.11552959025857135,0.00688865627590928,0.01179171747753459,1153.12466,391.06164,0,0.10314832769218425,0.14809160126838927,9,9,24,24,32,34,8,11.904761904761903,0.0,91.93548387096774,0
68,68,6827.0,245,0.1571534514077777,0.008874783761044473,0.014432515295911668,1146.1269200000002,421.15063999999995,0,0.154698640819947,0.2489565653890599,13,15,24,29,29,33,10,7.142857142857142,15.0,90.32258064516128,1
69,69,3257.0,194,0.1840969548452585,0.014690115548490182,0.024650004098229723,1005.7545599999999,347.62574,0,0.17108226988025793,0.18719807914918282,7,6,17,14,20,19,0,2.380952380952381,40.0,85.48387096774194,2
70,70,3290.0,196,0.14746351531709018,0.015621988903183254,0.02075956400722076,1022.8761400000001,391.89197,0,0.1475139190813914,0.22118394094562635,5,7,14,21,16,26,10,11.904761904761903,5.0,90.32258064516128,1
71,71,2873.0,108,0.2068902084799842,0.010509317540703191,0.010999464080496993,1114.63722,426.4816,0,0.2504930733689137,0.3636140092678964,4,15,16,17,20,20,4,2.380952380952381,0.0,98.38709677419355,0
72,72,5451.0,213,0.15205753195478494,0.011129898334729719,0.016195763767562765,1189.112834,437.09508999999997,0,0.14591534512851875,0.22535682548156316,10,9,21,19,28,28,8,35.714285714285715,15.0,70.96774193548387,1
73,73,7119.0,271,0.10163582413201307,0.009871028496672226,0.015213622821554345,1090.1451,335.880616,0,0.1114505632001997,0.13266392685146167,8,6,25,27,38,30,22,0.0,30.0,90.32258064516128,1
74,74,2234.0,135,0.37990858658167204,0.016786800643149864,0.029670577508158776,971.1837499999999,544.1416999999999,0,0.20646293784442454,0.4743098597732022,5,15,11,12,18,17,4,21.428571428571427,0.0,85.48387096774194,0
75,75,5751.0,241,0.1436661473234919,0.010607510752618631,0.018005428536364457,866.378324,575.3242,0,0.13948381140903027,0.14325565628393128,7,9,26,28,35,36,6,7.142857142857142,90.0,66.12903225806451,2
76,76,4871.0,167,0.086023326082377,0.010182332993698428,0.014126615771689739,730.833333,310.9760799999999,0,0.09699991698350781,0.1187553242295673,6,6,13,14,24,17,0,0.0,15.0,95.16129032258065,1
77,77,7316.0,288,0.11307277864998061,0.009306472482358368,0.012850866602251317,1098.37187,361.62085,0,0.1168063859577182,0.1418229727325193,7,8,26,27,37,35,0,28.57142857142857,0.0,80.64516129032258,0
78,78,6099.0,231,0.19881696279546357,0.007867226666988953,0.01699684461046795,1076.14032,403.6317199999999,0,0.211039679663333,0.1521347339399902,7,12,19,21,19,24,4,23.809523809523807,0.0,83.87096774193549,0
79,79,4265.0,220,0.18657104946482142,0.012167181489154704,0.02128101996916927,1136.0625,534.87888,0,0.24943685226781276,0.152116149795493,9,11,21,18,24,30,10,90.47619047619048,0.0,38.70967741935484,0
80,80,5963.0,268,0.10899058477934005,0.01046121904943973,0.017075333973757167,1209.5441400000002,550.68091,0,0.08701075912012969,0.13964516891013096,4,4,17,16,28,21,14,28.57142857142857,5.0,79.03225806451613,1
81,81,7353.0,350,0.1877194241665994,0.012063799149238476,0.017400035738947956,1167.60698,635.279906,0,0.14576413049700043,0.1729121424413314,12,3,25,24,32,28,2,42.857142857142854,35.0,59.67741935483871,2
82,82,3878.0,159,0.14685784097064386,0.01290777251175757,0.014402921282479858,1108.63915,360.62194999999997,0,0.15875517158329042,0.19972044055068477,5,6,15,16,24,17,4,7.142857142857142,5.0,93.54838709677419,1
83,83,4789.0,265,0.10848151522493168,0.013820594235001843,0.019312359152914783,851.3519550000001,272.8147,0,0.09014707379944784,0.12005042841929427,9,0,17,23,30,26,14,0.0,25.0,91.93548387096774,1
